"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"BHC","Bausch Health Companies Inc.","19.92","$7.07B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bhc",
"BAX","Baxter International Inc.","80.98","$41.37B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bax",
"BCML","BayCom Corp","14.71","$174.07M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/bcml",
"BTE","Baytex Energy Corp","0.4276","$239.97M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bte",
"BBQ","BBQ Holdings, Inc. ","4.57","$42.43M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bbq",
"BCBP","BCB Bancorp, Inc. (NJ)","10.7","$182.77M","2005","Finance","Savings Institutions","https://old.nasdaq.com/symbol/bcbp",
"BCE","BCE, Inc.","43.04","$38.92B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/bce",
"BLSA","BCLS Acquisition Corp.","10.6348","$175.94M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/blsa",
"BCTG","BCTG Acquisition Corp.","10.24","$218.9M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bctg",
"BECN","Beacon Roofing Supply, Inc.","38.12","$2.64B","2004","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/becn",
"BEEM","Beam Global","22.02","$154.67M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/beem",
"BEEMW","Beam Global","15.57","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/beemw",
"BEAM","Beam Therapeutics Inc.","36.88","$2.14B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/beam",
"BBGI","Beasley Broadcast Group, Inc.","1.49","$43.64M","2000","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/bbgi",
"BZH","Beazer Homes USA, Inc.","14.07","$436.35M","1994","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/bzh",
"BDX","Becton, Dickinson and Company","242.57","$70.31B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bdx",
"BDXB","Becton, Dickinson and Company","53.08","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bdxb",
"BBBY","Bed Bath & Beyond Inc.","20.54","$2.59B","1992","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/bbby",
"BGNE","BeiGene, Ltd.","279.96","$25.47B","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bgne",
"BELFA","Bel Fuse Inc.","12.72","$157.21M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/belfa",
"BELFB","Bel Fuse Inc.","14.48","$178.96M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/belfb",
"BDC","Belden Inc","37.23","$1.66B","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/bdc",
"BLPH","Bellerophon Therapeutics, Inc.","8.76","$83.2M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blph",
"BLCM","Bellicum Pharmaceuticals, Inc.","2.85","$17.38M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blcm",
"BRBR","BellRing Brands, Inc.","20.89","$823.66M","2019","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/brbr",
"BLU","BELLUS Health Inc.","2.41","$188.79M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blu",
"BHE","Benchmark Electronics, Inc.","24.01","$875.75M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/bhe",
"BNFT","Benefitfocus, Inc.","11.61","$373.86M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bnft",
"BNTC","Benitec Biopharma Inc.","2.78","$12.25M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bntc",
"BSY","Bentley Systems, Incorporated","34.5","$9.04B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bsy",
"BLI","Berkeley Lights, Inc.","90.17","$5.8B","2020","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bli",
"BRK.A","Berkshire Hathaway Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brk.a",
"BRK.B","Berkshire Hathaway Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brk.b",
"BHLB","Berkshire Hills Bancorp, Inc.","16.75","$851.44M","n/a","Finance","Banks","https://old.nasdaq.com/symbol/bhlb",
"BRY","Berry Corporation (bry)","3.53","$282.15M","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bry",
"BERY","Berry Global Group, Inc.","54.12","$7.18B","2012","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/bery",
"BBY","Best Buy Co., Inc.","118.65","$30.71B","n/a","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/bby",
"BEST","BEST Inc.","3.18","$1.22B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/best",
"BWACU","BETTER WORLD ACQUISITION CORP.","10","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bwacu",
"BWMX","Betterware de Mexico, S.A.B de C.V.","29.59","$1.03B","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/bwmx",
"XAIR","Beyond Air, Inc.","5.4","$93.66M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xair",
"BYND","Beyond Meat, Inc.","127.15","$7.97B","2019","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bynd",
"BYSI","BeyondSpring, Inc.","15.79","$481.48M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bysi",
"BGSF","BG Staffing Inc","10.78","$111.22M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/bgsf",
"BGCP","BGC Partners, Inc.","3.75","$1.36B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/bgcp",
"BHP","BHP Group Limited","53.97","$136.49B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/bhp",
"BBL","BHP Group Plc","44.22","$111.83B","n/a","Energy","Coal Mining","https://old.nasdaq.com/symbol/bbl",
"BCYC","Bicycle Therapeutics plc","20.37","$433.98M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bcyc",
"BGFV","Big 5 Sporting Goods Corporation","8.14","$178.32M","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/bgfv",
"BIG","Big Lots, Inc.","48.71","$1.91B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/big",
"BRPA","Big Rock Partners Acquisition Corp.","10.75","$28.9M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpa",
"BRPAR","Big Rock Partners Acquisition Corp.","0.1101","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpar",
"BRPAU","Big Rock Partners Acquisition Corp.","10.2","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpau",
"BRPAW","Big Rock Partners Acquisition Corp.","0.21","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/brpaw",
"BIGC","BigCommerce Holdings, Inc.","65.54","$4.44B","2020","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bigc",
"BH","Biglari Holdings Inc.","103.9","$322.4M","2018","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bh",
"BH.A","Biglari Holdings Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bh.a",
"BILI","Bilibili Inc.","50.05","$17.29B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/bili",
"BILL","Bill.com Holdings, Inc.","96.46","$7.83B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bill",
"BASI","Bioanalytical Systems, Inc.","5.93","$65.17M","1997","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/basi",
"BCDA","BioCardia, Inc.","2.23","$27.72M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcda",
"BCDAW","BioCardia, Inc.","0.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcdaw",
"BIOC","Biocept, Inc.","4.67","$6.25M","2014","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bioc",
"BIOX","Bioceres Crop Solutions Corp.","5.96","$229.31M","2018","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/biox",
"BCRX","BioCryst Pharmaceuticals, Inc.","4.45","$785.72M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bcrx",
"BDSI","BioDelivery Sciences International, Inc.","3.89","$393.32M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bdsi",
"BDSX","Biodesix, Inc.","13.87","$364.14M","2020","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/bdsx",
"BFRA","Biofrontera AG","7.05","$159.01M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bfra",
"BIIB","Biogen Inc.","250.96","$38.62B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/biib",
"BHVN","Biohaven Pharmaceutical Holding Company Ltd.","96.19","$5.77B","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bhvn",
"BHTG","BioHiTech Global, Inc.","1.36","$31.63M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/bhtg",
"BKYI","BIO-key International, Inc.","0.4176","$26.05M","n/a","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/bkyi",
"BIOL","Biolase, Inc.","0.2814","$25.94M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/biol",
"BLFS","BioLife Solutions, Inc.","31.17","$1.02B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/blfs",
"BLRX","BioLineRx Ltd.","2.23","$47.13M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/blrx",
"BMRN","BioMarin Pharmaceutical Inc.","77.11","$14B","1999","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bmrn",
"BMRA","Biomerica, Inc.","6.88","$80.86M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/bmra",
"PHGE","BiomX Inc.","5.6","$129.8M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/phge",
"PHGE.U","BiomX Inc.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/phge.u",
"PHGE.WS","BiomX Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/phge.ws",
"BNGO","Bionano Genomics, Inc.","0.5043","$77.25M","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bngo",
"BNGOW","Bionano Genomics, Inc.","0.15","n/a","2018","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bngow",
"BVXV","BiondVax Pharmaceuticals Ltd.","2.87","$33.08M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bvxv",
"BNTX","BioNTech SE","91.52","$22.04B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bntx",
"BPTH","Bio-Path Holdings, Inc.","3.3","$14.99M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpth",
"BIO","Bio-Rad Laboratories, Inc.","597.21","$17.82B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/bio",
"BIO.B","Bio-Rad Laboratories, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bio.b",
"BSGM","BioSig Technologies, Inc.","3.95","$119.48M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/bsgm",
"BSTC","BioSpecifics Technologies Corp","88.32","$648.71M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bstc",
"TECH","Bio-Techne Corp","302.86","$11.69B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","48.3","$1.65B","2008","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/beat",
"BIVI","BioVie Inc.","7.86","$109.38M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bivi",
"BTAI","BioXcel Therapeutics, Inc.","53.88","$1.31B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/btai",
"BGI","Birks Group Inc.","0.7164","$12.87M","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/bgi",
"BTBT","Bit Digital, Inc.","5.41","$236.41M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/btbt",
"BJRI","BJ&#39;s Restaurants, Inc.","38.51","$859.42M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bjri",
"BJ","BJ&#39;s Wholesale Club Holdings, Inc.","42.03","$5.8B","2018","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/bj",
"BKTI","BK Technologies Corporation","3.19","$39.91M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/bkti",
"BDTX","Black Diamond Therapeutics, Inc.","32.44","$1.17B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/bdtx",
"BKH","Black Hills Corporation","65.08","$4.08B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bkh",
"BKI","Black Knight, Inc.","95.02","$14.92B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bki",
"BSM","Black Stone Minerals, L.P.","7.24","$1.5B","2015","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bsm",
"BLKB","Blackbaud, Inc.","52.3","$2.59B","2004","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/blkb",
"BB","BlackBerry Limited","5.19","$2.89B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bb",
"BL","BlackLine, Inc.","106.3","$6.09B","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bl",
"BGIO","BlackRock 2022 Global Income Opportunity Trust","8.65","$191.57M","2017","n/a","n/a","https://old.nasdaq.com/symbol/bgio",
"BFZ","BlackRock California Municipal Income Trust","13.49","$425.62M","2001","n/a","n/a","https://old.nasdaq.com/symbol/bfz",
"BCAT","BlackRock Capital Allocation Trust","20.6","$2.06B","2020","n/a","n/a","https://old.nasdaq.com/symbol/bcat",
"CII","Blackrock Capital and Income Strategies Fund Inc","16.69","$736.39M","2004","n/a","n/a","https://old.nasdaq.com/symbol/cii",
"BKCC","BlackRock Capital Investment Corporation","3","$216.93M","2007","n/a","n/a","https://old.nasdaq.com/symbol/bkcc",
"BHK","Blackrock Core Bond Trust","15.78","$851.1M","2001","n/a","n/a","https://old.nasdaq.com/symbol/bhk",
"HYT","Blackrock Corporate High Yield Fund, Inc.","11.21","$1.37B","2003","n/a","n/a","https://old.nasdaq.com/symbol/hyt",
"BTZ","BlackRock Credit Allocation Income Trust","14.35","$1.34B","2006","n/a","n/a","https://old.nasdaq.com/symbol/btz",
"DSU","Blackrock Debt Strategies Fund, Inc.","10.04","$469.7M","1998","n/a","n/a","https://old.nasdaq.com/symbol/dsu",
"BGR","BlackRock Energy and Resources Trust","6.89","$205.5M","2004","n/a","n/a","https://old.nasdaq.com/symbol/bgr",
"BDJ","Blackrock Enhanced Equity Dividend Trust","7.88","$1.48B","2005","n/a","n/a","https://old.nasdaq.com/symbol/bdj",
"EGF","Blackrock Enhanced Government Fund, Inc","12.97","$61.41M","2005","n/a","n/a","https://old.nasdaq.com/symbol/egf",
"FRA","Blackrock Floating Rate Income Strategies Fund Inc","11.85","$422.82M","2003","n/a","n/a","https://old.nasdaq.com/symbol/fra",
"BFO","Blackrock Florida Municipal 2020 Term Trust","14.78","$78.4M","2003","n/a","n/a","https://old.nasdaq.com/symbol/bfo",
"BGT","Blackrock Global","11.63","$262.85M","2004","n/a","n/a","https://old.nasdaq.com/symbol/bgt",
"BOE","Blackrock Global","10.44","$678.41M","2005","n/a","n/a","https://old.nasdaq.com/symbol/boe",
"BME","Blackrock Health Sciences Trust","46.65","$537.25M","2005","n/a","n/a","https://old.nasdaq.com/symbol/bme",
"BMEZ","BlackRock Health Sciences Trust II","26.74","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmez",
"BAF","BlackRock Income Investment Quality Trust","14.63","$128M","2002","n/a","n/a","https://old.nasdaq.com/symbol/baf",
"BKT","BlackRock Income Trust Inc. (The)","6.09","$388.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bkt",
"BGY","BLACKROCK INTERNATIONAL, LTD.","5.7","$598.3M","2007","n/a","n/a","https://old.nasdaq.com/symbol/bgy",
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)","16.82","$289.07M","1993","n/a","n/a","https://old.nasdaq.com/symbol/bkn",
"BTA","BlackRock Long-Term Municipal Advantage Trust","12.33","$165.54M","2006","n/a","n/a","https://old.nasdaq.com/symbol/bta",
"BZM","BlackRock Maryland Municipal Bond Trust","14.26","$29.69M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bzm",
"MHE","BlackRock Massachusetts Tax-Exempt Trust","13.4567","$31.91M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mhe",
"BIT","BlackRock Multi-Sector Income Trust","16.41","$615.99M","2013","n/a","n/a","https://old.nasdaq.com/symbol/bit",
"MUI","Blackrock Muni Intermediate Duration Fund Inc","14.31","$548.02M","2003","n/a","n/a","https://old.nasdaq.com/symbol/mui",
"MUA","Blackrock MuniAssets Fund, Inc.","13.88","$501.22M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mua",
"BKK","Blackrock Municipal 2020 Term Trust","15.05","$304.56M","2003","n/a","n/a","https://old.nasdaq.com/symbol/bkk",
